feature_index,block_type,meta,meaning
2978,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_14
2979,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_15
2980,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_16
2981,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_17
2982,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_18
2983,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_19
2984,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_20
2985,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_21
2986,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_22
2987,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_23
2988,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_24
2989,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_25
2990,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_26
2991,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_27
2992,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_28
2993,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_29
2994,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_30
2995,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__OFM_component_31
2996,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__atomic_mass_norm
2997,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__atomic_number_norm
2998,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__atomic_radius_norm
2999,species_block,"{'type': 'species_block', 'species': 'Mo'}",Mo__std__electron_affinity_norm
3000,species_block,"{'type': 'species_block', 'species': 'N'}",N__count
3001,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__magmom
3002,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_0
3003,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_1
3004,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_2
3005,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_3
3006,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_4
3007,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_5
3008,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_6
3009,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_7
3010,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_8
3011,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_9
3012,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_10
3013,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_11
3014,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_12
3015,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_13
3016,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_14
3017,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_15
3018,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_16
3019,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_17
3020,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_18
3021,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_19
3022,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_20
3023,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_21
3024,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_22
3025,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_23
3026,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_24
3027,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_25
3028,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_26
3029,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_27
3030,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_28
3031,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_29
3032,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_30
3033,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__OFM_component_31
3034,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__atomic_mass_norm
3035,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__atomic_number_norm
3036,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__atomic_radius_norm
3037,species_block,"{'type': 'species_block', 'species': 'N'}",N__mean__electron_affinity_norm
3038,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__magmom
3039,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_0
3040,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_1
3041,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_2
3042,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_3
3043,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_4
3044,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_5
3045,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_6
3046,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_7
3047,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_8
3048,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_9
3049,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_10
3050,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_11
3051,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_12
3052,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_13
3053,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_14
3054,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_15
3055,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_16
3056,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_17
3057,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_18
3058,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_19
3059,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_20
3060,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_21
3061,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_22
3062,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_23
3063,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_24
3064,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_25
3065,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_26
3066,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_27
3067,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_28
3068,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_29
3069,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_30
3070,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__OFM_component_31
3071,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__atomic_mass_norm
3072,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__atomic_number_norm
3073,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__atomic_radius_norm
3074,species_block,"{'type': 'species_block', 'species': 'N'}",N__std__electron_affinity_norm
3075,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__count
3076,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__magmom
3077,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_0
3078,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_1
3079,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_2
3080,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_3
3081,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_4
3082,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_5
3083,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_6
3084,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_7
3085,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_8
3086,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_9
3087,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_10
3088,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_11
3089,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_12
3090,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_13
3091,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_14
3092,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_15
3093,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_16
3094,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_17
3095,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_18
3096,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_19
3097,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_20
3098,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_21
3099,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_22
3100,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_23
3101,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_24
3102,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_25
3103,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_26
3104,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_27
3105,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_28
3106,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_29
3107,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_30
3108,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__OFM_component_31
3109,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__atomic_mass_norm
3110,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__atomic_number_norm
3111,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__atomic_radius_norm
3112,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__mean__electron_affinity_norm
3113,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__magmom
3114,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_0
3115,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_1
3116,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_2
3117,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_3
3118,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_4
3119,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_5
3120,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_6
3121,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_7
3122,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_8
3123,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_9
3124,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_10
3125,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_11
3126,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_12
3127,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_13
3128,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_14
3129,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_15
3130,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_16
3131,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_17
3132,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_18
3133,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_19
3134,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_20
3135,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_21
3136,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_22
3137,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_23
3138,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_24
3139,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_25
3140,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_26
3141,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_27
3142,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_28
3143,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_29
3144,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_30
3145,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__OFM_component_31
3146,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__atomic_mass_norm
3147,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__atomic_number_norm
3148,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__atomic_radius_norm
3149,species_block,"{'type': 'species_block', 'species': 'Na'}",Na__std__electron_affinity_norm
3150,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__count
3151,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__magmom
3152,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_0
3153,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_1
3154,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_2
3155,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_3
3156,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_4
3157,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_5
3158,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_6
3159,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_7
3160,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_8
3161,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_9
3162,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_10
3163,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_11
3164,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_12
3165,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_13
3166,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_14
3167,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_15
3168,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_16
3169,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_17
3170,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_18
3171,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_19
3172,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_20
3173,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_21
3174,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_22
3175,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_23
3176,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_24
3177,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_25
3178,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_26
3179,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_27
3180,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_28
3181,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_29
3182,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_30
3183,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__OFM_component_31
3184,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__atomic_mass_norm
3185,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__atomic_number_norm
3186,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__atomic_radius_norm
3187,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__mean__electron_affinity_norm
3188,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__magmom
3189,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_0
3190,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_1
3191,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_2
3192,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_3
3193,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_4
3194,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_5
3195,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_6
3196,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_7
3197,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_8
3198,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_9
3199,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_10
3200,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_11
3201,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_12
3202,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_13
3203,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_14
3204,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_15
3205,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_16
3206,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_17
3207,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_18
3208,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_19
3209,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_20
3210,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_21
3211,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_22
3212,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_23
3213,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_24
3214,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_25
3215,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_26
3216,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_27
3217,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_28
3218,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_29
3219,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_30
3220,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__OFM_component_31
3221,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__atomic_mass_norm
3222,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__atomic_number_norm
3223,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__atomic_radius_norm
3224,species_block,"{'type': 'species_block', 'species': 'Nb'}",Nb__std__electron_affinity_norm
3225,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__count
3226,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__magmom
3227,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_0
3228,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_1
3229,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_2
3230,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_3
3231,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_4
3232,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_5
3233,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_6
3234,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_7
3235,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_8
3236,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_9
3237,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_10
3238,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_11
3239,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_12
3240,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_13
3241,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_14
3242,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_15
3243,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_16
3244,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_17
3245,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_18
3246,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_19
3247,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_20
3248,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_21
3249,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_22
3250,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_23
3251,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_24
3252,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_25
3253,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_26
3254,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_27
3255,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_28
3256,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_29
3257,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_30
3258,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__OFM_component_31
3259,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__atomic_mass_norm
3260,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__atomic_number_norm
3261,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__atomic_radius_norm
3262,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__mean__electron_affinity_norm
3263,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__magmom
3264,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_0
3265,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_1
3266,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_2
3267,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_3
3268,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_4
3269,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_5
3270,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_6
3271,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_7
3272,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_8
3273,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_9
3274,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_10
3275,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_11
3276,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_12
3277,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_13
3278,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_14
3279,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_15
3280,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_16
3281,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_17
3282,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_18
3283,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_19
3284,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_20
3285,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_21
3286,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_22
3287,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_23
3288,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_24
3289,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_25
3290,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_26
3291,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_27
3292,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_28
3293,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_29
3294,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_30
3295,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__OFM_component_31
3296,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__atomic_mass_norm
3297,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__atomic_number_norm
3298,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__atomic_radius_norm
3299,species_block,"{'type': 'species_block', 'species': 'Nd'}",Nd__std__electron_affinity_norm
3300,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__count
3301,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__magmom
